trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
109,False,"{'a': 0.99, 'e': 0.337754400898902}",20,2,-4.324839223502402,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
110,False,"{'a': 0.99, 'e': 0.334376856889913}",20,0,-37.98575690610487,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
111,False,"{'a': 0.99, 'e': 0.33103308832101386}",20,10,6.170501493287106,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.99, 'e': 0.3277227574378037}",20,0,3.606921344726276,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
113,False,"{'a': 0.99, 'e': 0.3244455298634257}",35,17,20.5685140888127,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.99, 'e': 0.3212010745647914}",25,16,-7.82743364495529,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
115,False,"{'a': 0.99, 'e': 0.3179890638191435}",20,5,4.008717897118803,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.99, 'e': 0.31480917318095203}",20,1,-24.09282661758035,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.99, 'e': 0.3116610814491425}",30,18,11.446361110669152,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.99, 'e': 0.30854447063465107}",20,13,14.184833914048749,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.99, 'e': 0.3054590259283046}",25,13,27.143651396316887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.99, 'e': 0.30240443566902153}",20,3,-37.15751267070398,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
121,False,"{'a': 0.99, 'e': 0.2993803913123313}",20,14,12.332199624037328,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.99, 'e': 0.296386587399208}",20,8,-47.2430080948868,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.99, 'e': 0.2934227215252159}",20,5,-21.371103087592328,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
124,False,"{'a': 0.99, 'e': 0.29048849430996376}",25,8,7.223570351442158,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.99, 'e': 0.2875836093668641}",30,20,-36.87494671495467,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.99, 'e': 0.28470777327319546}",25,2,-30.957758433663365,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
127,False,"{'a': 0.99, 'e': 0.2818606955404635}",30,12,28.231653139516393,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.99, 'e': 0.27904208858505886}",25,16,10.058747351991572,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.99, 'e': 0.2762516676992083}",20,3,-17.633664507327293,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
130,False,"{'a': 0.99, 'e': 0.2734891510222162}",20,6,-19.308966128465133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
131,False,"{'a': 0.99, 'e': 0.27075425951199406}",20,13,13.44253465782925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.99, 'e': 0.2680467169168741}",25,13,15.253916462772676,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.99, 'e': 0.26536624974770534}",30,15,22.063779460197477,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.99, 'e': 0.2627125872502283}",20,7,-1.2819637644358963,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.99, 'e': 0.26008546137772603}",30,5,22.544945113470703,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.99, 'e': 0.25748460676394874}",25,17,9.860578212894572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.99, 'e': 0.2549097606963093}",20,14,7.290243224347936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.99, 'e': 0.2523606630893462}",20,9,10.422982085998868,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.99, 'e': 0.2498370564584527}",30,18,8.993213426048957,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.99, 'e': 0.24733868589386818}",25,18,13.232321304330178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.99, 'e': 0.24486529903492948}",25,14,19.56932265066429,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.99, 'e': 0.2424166460445802}",25,0,17.237640499263403,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.99, 'e': 0.2399924795841344}",25,18,10.766606412186837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.99, 'e': 0.23759255478829303}",20,0,-81.13218765550414,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
145,False,"{'a': 0.99, 'e': 0.23521662924041012}",20,15,7.955384926250911,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.99, 'e': 0.232864462948006}",20,14,13.384614626442385,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.99, 'e': 0.23053581831852593}",25,10,23.076199059395545,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.99, 'e': 0.22823046013534068}",25,15,7.133861791553253,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.99, 'e': 0.22594815553398728}",20,14,-2.2347795770696077,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.99, 'e': 0.2236886739786474}",20,0,-8.381103025881915,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
151,False,"{'a': 0.99, 'e': 0.22145178723886091}",30,23,8.148079041121486,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.99, 'e': 0.2192372693664723}",25,3,21.94187186662663,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.99, 'e': 0.21704489667280757}",25,0,15.719824788335332,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
154,False,"{'a': 0.99, 'e': 0.2148744477060795}",25,5,-25.972654345647104,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
155,False,"{'a': 0.99, 'e': 0.2127257032290187}",20,0,7.663275752630531,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
156,False,"{'a': 0.99, 'e': 0.21059844619672852}",25,8,14.787755204597014,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.99, 'e': 0.20849246173476124}",20,10,7.837976561297991,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.99, 'e': 0.2064075371174136}",25,15,-29.57219360252038,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.99, 'e': 0.2043434617462395}",20,16,7.835740557237669,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.99, 'e': 0.2023000271287771}",25,6,23.288343715502823,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.99, 'e': 0.2002770268574893}",25,0,30.947298660502625,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
162,False,"{'a': 0.99, 'e': 0.19827425658891443}",20,7,27.71307438901423,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.99, 'e': 0.19629151402302528}",20,0,-1.6552123727777674,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
164,False,"{'a': 0.99, 'e': 0.19432859888279502}",20,14,-54.836541395848045,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 1}",1
165,False,"{'a': 0.99, 'e': 0.19238531289396707}",25,15,9.805602424814838,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.99, 'e': 0.1904614597650274}",25,8,28.571762937921644,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.99, 'e': 0.1885568451673771}",20,11,15.18698524864136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.99, 'e': 0.18667127671570335}",20,15,9.909911667651702,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.99, 'e': 0.1848045639485463}",20,8,8.825483456983507,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.99, 'e': 0.18295651830906084}",25,11,18.35843141226192,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.99, 'e': 0.18112695312597024}",25,11,24.45541254502266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.99, 'e': 0.17931568359471053}",20,7,13.116477043701376,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.99, 'e': 0.17752252675876343}",25,20,10.805867337617782,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.99, 'e': 0.1757473014911758}",25,14,-2.1877941201289604,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.99, 'e': 0.173989828476264}",20,0,-20.66039220659001,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
176,False,"{'a': 0.99, 'e': 0.1722499301915014}",20,14,10.484878032432903,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.99, 'e': 0.17052743088958636}",30,9,-11.613042724851185,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.99, 'e': 0.1688221565806905}",20,10,6.22025751425709,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.99, 'e': 0.1671339350148836}",25,14,9.879425407533347,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.99, 'e': 0.16546259566473476}",20,12,-6.092508228490461,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
181,False,"{'a': 0.99, 'e': 0.16380796970808742}",30,16,20.47731610014069,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.99, 'e': 0.16216989001100654}",25,9,8.422915367776827,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.99, 'e': 0.16054819111089647}",20,14,3.1174805926002875,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.99, 'e': 0.1589427091997875}",25,12,6.747243225615924,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.99, 'e': 0.15735328210778962}",25,17,14.694521909003967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.99, 'e': 0.15577974928671173}",20,10,7.884258401479524,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.99, 'e': 0.1542219517938446}",25,14,22.002741552023927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.99, 'e': 0.15267973227590617}",25,11,22.96578536482338,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.99, 'e': 0.1511529349531471}",20,8,21.13621739816812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.99, 'e': 0.14964140560361563}",25,3,9.841070616861336,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.99, 'e': 0.14814499154757946}",25,12,17.86067562786454,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.99, 'e': 0.14666354163210368}",25,15,15.759322964122308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.99, 'e': 0.14519690621578263}",30,10,21.722596831652083,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.99, 'e': 0.1437449371536248}",25,11,27.5351485795367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.99, 'e': 0.14230748778208857}",25,10,23.737689860193758,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.99, 'e': 0.14088441290426768}",30,0,44.06573211005709,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.99, 'e': 0.139475568775225}",20,2,-16.543211521933742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.99, 'e': 0.13808081308747275}",30,14,23.345867402815593,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.99, 'e': 0.136700004956598}",25,13,4.811767786456694,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.99, 'e': 0.13533300490703204}",20,13,6.855671751611684,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.99, 'e': 0.13397967485796172}",20,13,12.26790938226726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.99, 'e': 0.1326398781093821}",20,10,-29.89469392399581,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 0.99, 'e': 0.13131347932828827}",25,11,-18.107815208752015,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.99, 'e': 0.1300003445350054}",20,14,10.80008872009011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.99, 'e': 0.12870034108965533}",20,12,6.491564040178912,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.99, 'e': 0.1274133376787588}",25,13,15.168208186603843,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.99, 'e': 0.12613920430197118}",20,14,9.375916124254783,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.99, 'e': 0.12487781225895148}",30,11,10.732547516402823,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.99, 'e': 0.12362903413636196}",30,17,24.482865840147674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.99, 'e': 0.12239274379499834}",25,2,38.45833098713251,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.99, 'e': 0.12116881635704835}",20,8,-3.496668855064118,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
212,False,"{'a': 0.99, 'e': 0.11995712819347787}",20,12,15.668775829329167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.99, 'e': 0.11875755691154309}",20,6,23.81530551046895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.99, 'e': 0.11756998134242766}",20,16,8.16365523193132,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.99, 'e': 0.11639428152900338}",35,22,11.088261255358537,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.99, 'e': 0.11523033871371334}",30,16,19.879275520324438,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.99, 'e': 0.1140780353265762}",20,12,12.443238326213637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.99, 'e': 0.11293725497331045}",20,0,27.538151306254335,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.99, 'e': 0.11180788242357734}",25,10,20.553624193690993,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.99, 'e': 0.11068980359934157}",25,14,16.16101798605849,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.99, 'e': 0.10958290556334815}",20,9,18.28468132061802,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.99, 'e': 0.10848707650771466}",20,8,10.605578506968385,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.99, 'e': 0.10740220574263752}",20,16,8.063617391575237,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.99, 'e': 0.10632818368521114}",20,11,18.1369794797595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.99, 'e': 0.10526490184835903}",25,11,24.857321281338674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.99, 'e': 0.10421225282987544}",20,9,22.217366371928783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.99, 'e': 0.10317013030157669}",30,18,10.971839111785723,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.99, 'e': 0.10213842899856092}",25,11,-1.3728249120194373,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.99, 'e': 0.10111704470857531}",20,3,21.18590152188903,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.99, 'e': 0.10010587426148955}",25,10,-13.44890087269215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.99, 'e': 0.09910481551887466}",20,14,12.184419197793884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.99, 'e': 0.0981137673636859}",25,19,4.6416033399573475,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.99, 'e': 0.09713262969004904}",25,17,13.525379750745325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.99, 'e': 0.09616130339314856}",30,16,25.009212174371843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.99, 'e': 0.09519969035921708}",25,3,38.63215803638145,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.99, 'e': 0.0942476934556249}",20,13,16.204459581030335,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.99, 'e': 0.09330521652106866}",20,9,10.951007613306299,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.99, 'e': 0.09237216435585796}",30,18,21.449561339274947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.99, 'e': 0.09144844271229938}",20,9,-3.074625205206136,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.99, 'e': 0.0905339582851764}",30,20,12.41445458550236,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.99, 'e': 0.08962861870232462}",20,16,6.062881586296759,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.99, 'e': 0.08873233251530138}",20,6,26.7772313655666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.99, 'e': 0.08784500919014836}",30,15,27.929547728356965,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.99, 'e': 0.08696655909824688}",30,16,-16.578935047615232,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.99, 'e': 0.0860968935072644}",25,8,22.755979548569552,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.99, 'e': 0.08523592457219176}",30,21,17.68205070206097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.99, 'e': 0.08438356532646984}",25,15,18.84832839302625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.99, 'e': 0.08353972967320515}",20,10,7.879768125021174,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.99, 'e': 0.0827043323764731}",25,8,31.10918414820435,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.99, 'e': 0.08187728905270836}",20,6,29.78071893217686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.99, 'e': 0.08105851616218128}",25,14,22.52320657781138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.99, 'e': 0.08024793100055946}",20,12,16.02843079592828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.99, 'e': 0.07944545169055386}",25,11,-27.55531155197456,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
254,False,"{'a': 0.99, 'e': 0.07865099717364833}",25,18,0.888221886073125,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.99, 'e': 0.07786448720191184}",25,8,16.411742812424695,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.99, 'e': 0.07708584232989273}",20,12,17.154584992111875,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.99, 'e': 0.0763149839065938}",20,0,11.51360777558275,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.99, 'e': 0.07555183406752786}",20,12,4.207345311718987,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.99, 'e': 0.07479631572685258}",30,20,16.65310351167949,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.99, 'e': 0.07404835256958406}",30,18,22.354855451505298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.99, 'e': 0.07330786904388821}",20,4,25.593049421710138,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.99, 'e': 0.07257479035344933}",20,7,24.08694261690956,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.99, 'e': 0.07184904244991483}",20,12,10.12549308034091,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.99, 'e': 0.07113055202541568}",20,0,34.84013206675426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.99, 'e': 0.07041924650516153}",20,13,13.241936783381723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.99, 'e': 0.06971505404010991}",25,8,24.29679304439061,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.99, 'e': 0.06901790349970881}",25,14,21.169096568541224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.99, 'e': 0.06832772446471172}",25,15,20.289866188223666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.99, 'e': 0.0676444472200646}",20,6,-2.016486478113549,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.99, 'e': 0.06696800274786396}",25,19,12.786564795089491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.99, 'e': 0.06629832272038531}",20,9,20.54521091576736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.99, 'e': 0.06563533949318147}",25,16,19.08576259845172,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.99, 'e': 0.06497898609824965}",25,9,9.217703824822234,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.99, 'e': 0.06432919623726716}",25,12,0.09304225301309677,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.99, 'e': 0.06368590427489448}",20,11,8.937858975973601,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.99, 'e': 0.06304904523214554}",20,8,-10.838257172735883,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.99, 'e': 0.06241855477982408}",20,8,10.094497260766374,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.99, 'e': 0.06179436923202584}",20,12,16.451428677073075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.99, 'e': 0.06117642553970558}",25,16,17.400519152697306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.99, 'e': 0.06056466128430853}",20,9,17.120972323026226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.99, 'e': 0.05995901467146544}",30,13,29.65263623640168,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.99, 'e': 0.059359424524750785}",20,13,11.495645492088268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.99, 'e': 0.05876583027950327}",20,10,21.93198274978826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.99, 'e': 0.05817817197670824}",20,5,11.686418380117438,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.99, 'e': 0.05759639025694116}",25,11,14.05050671091669,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.99, 'e': 0.057020426354371746}",25,15,18.940146373755347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.99, 'e': 0.05645022209082803}",20,16,8.412105115672396,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.99, 'e': 0.05588571986991975}",30,15,30.600155387571256,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.99, 'e': 0.05532686267122055}",20,14,9.685585140619096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.99, 'e': 0.05477359404450834}",20,15,10.678023730630102,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.99, 'e': 0.05422585810406326}",20,0,4.456534574758331,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.99, 'e': 0.05368359952302263}",20,13,10.307960330052783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.99, 'e': 0.0531467635277924}",20,13,14.338209851184805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
